Start,End,Open,High,Low,Close,Volume,Market Cap
2024-11-28,2024-11-29,0.5773688141657838,0.5773688141657838,0.37205885712603765,0.5644096015045506,27730836.447656576,1318660508.3024993
2024-11-27,2024-11-28,0.5282156376475219,0.582085756080672,0.51807529124517,0.5786504530507189,19595908.828613613,1248226917.9648001
2024-11-26,2024-11-27,0.5462419225095089,0.5605753340120753,0.5101394588626575,0.5273447877403602,29610545.531570017,1236217576.1384547
2024-11-25,2024-11-26,0.573728918400948,0.6019489855966305,0.5501545924417185,0.5586883909620678,28503661.01246737,1333299455.3071885
2024-11-24,2024-11-25,0.5747897487935416,0.5947033173143006,0.5300599667089761,0.5591961304501888,51554277.65434556,1311311718.487546
2024-11-23,2024-11-24,0.4921299345197166,0.5965245667752692,0.4921299345197166,0.5741037648127676,50435798.085824475,1284331613.455706
2024-11-22,2024-11-23,0.4610221387374472,0.4874778138009103,0.44862769287772825,0.4874778138009103,20786837.42406099,1085288430.7682183
2024-11-21,2024-11-22,0.4348283360563199,0.4540754123554819,0.42416420717737396,0.4468927824098715,16611784.847009528,1027052092.9778186
2024-11-20,2024-11-21,0.4330684277269555,0.4582555915313997,0.42696407489132476,0.4388287771021621,15533838.67946993,1025976213.5289998
2024-11-19,2024-11-20,0.4545668714969839,0.4545668714969839,0.4291914381853805,0.4307518871486487,20631302.071564883,1027358300.7572103
2024-11-18,2024-11-19,0.3983978721644073,0.4592210752887649,0.3983978721644073,0.45154062567416386,14562083.944014829,1000917171.1366408
2024-11-17,2024-11-18,0.42558877416621677,0.4376741398677697,0.3885908958564955,0.3885908958564955,27397136.845967766,972036867.6739775
2024-11-16,2024-11-17,0.37292013402488605,0.4355375583407771,0.37292013402488605,0.4355375583407771,21514385.3182797,939281174.3259068
2024-11-15,2024-11-16,0.36370915755241423,0.37408177104316853,0.3585762385876356,0.3724852329633201,14110365.023887027,860034481.377511
2024-11-14,2024-11-15,0.3762253064162845,0.3782899136387271,0.3630133560518333,0.36875726214965293,20890519.04733063,921279931.0639341
2024-11-13,2024-11-14,0.39956055157097503,0.39956055157097503,0.36717913834291593,0.37111923935737035,22169492.11086805,959494314.4132802
2024-11-12,2024-11-13,0.4220817468354739,0.438407004611003,0.3847062694320907,0.3973621352047843,25580751.817127176,1042431269.5220639
2024-11-11,2024-11-12,0.4084605338267876,0.4207046105634298,0.40180385463958374,0.418777452136346,22715152.707157075,1063006387.9018905
2024-11-10,2024-11-11,0.38253205930104306,0.42075107067184087,0.38253205930104306,0.40683873985467356,21161736.235291995,1043061105.5799699
2024-11-09,2024-11-10,0.39387667458554054,0.39387667458554054,0.37607662277791676,0.3789226900672537,26100380.438677587,991808776.7573204
2024-11-08,2024-11-09,0.34564278543837856,0.4023070973453847,0.3405024643812256,0.39008241186151743,15392101.579155734,949326327.1397321
2024-11-07,2024-11-08,0.3341056817109228,0.3498885213384772,0.3341056817109228,0.3473385562105709,8233777.653076526,894764746.3728657
2024-11-06,2024-11-07,0.3031941848586383,0.3328354512389046,0.3031941848586383,0.3328354512389046,7435423.7047299305,847962050.1661959
2024-11-05,2024-11-06,0.2917749117948318,0.30592208383996755,0.2917749117948318,0.30137516413999066,5501683.873545357,787291089.0213277
2024-11-04,2024-11-05,0.3009907228298174,0.30283883710496273,0.2898827570667675,0.2898827570667675,4608470.7155022975,784567895.7502475
2024-11-03,2024-11-04,0.31341075055049283,0.31341075055049283,0.29538635705619926,0.3024120714443365,4211374.157501564,803459448.336516
2024-11-02,2024-11-03,0.3179876407963354,0.3195373087219369,0.31118789143423803,0.31339386415655646,3496051.187306941,834414246.854924
2024-11-01,2024-11-02,0.3205097367140748,0.32409390895868484,0.31417195218525734,0.3172046644946681,4839188.538667059,836958937.4533302
2024-10-31,2024-11-01,0.3333937342367343,0.3333937342367343,0.31638848087820687,0.31982779049279114,5337168.8156255055,849623248.0314566
2024-10-30,2024-10-31,0.36879906193874823,0.3697052859291869,0.3683705140802608,0.3696977322540176,72757022.35888502,997614115.7317073
2024-10-29,2024-10-30,0.36785428546767923,0.3691536297384115,0.3675169819933567,0.3687942954636817,74593270.80139373,994610967.7003484
2024-10-28,2024-10-29,0.3685094674756559,0.370943092465018,0.3677659010651306,0.36784640567840743,69667729.62020905,995729848.2996516
2024-10-27,2024-10-28,0.3668641900723325,0.36851191230871605,0.3668231438121675,0.36851191230871605,68322813.79442509,993682606.4599303
2024-10-26,2024-10-27,0.3653144277753765,0.36687282337338845,0.36488774181843286,0.36687282337338845,71797740.8815331,987608816.369338
2024-10-25,2024-10-26,0.36855111443617933,0.36860489510838496,0.3653147181656767,0.3653388274878535,70376515.18815331,993946972.8606272
