Start,End,Open,High,Low,Close,Volume,Market Cap
2024-11-28,2024-11-29,8.27630252183097,8.386036505796307,7.920176804005495,8.24547165561345,463988494.1219512,3173142301.9965158
2024-11-27,2024-11-28,7.943523014761575,8.370254749013885,7.824443026631547,8.336516773661893,599839783.9930314,3169668859.707317
2024-11-26,2024-11-27,7.908683006902742,8.138822341131043,7.539420610974396,8.012115894596338,689849734.8989547,3097846526.4390244
2024-11-25,2024-11-26,8.589385547290025,8.822690413488964,7.788225433132339,7.9393110858310365,1035021601.6097561,3280552980.9895473
2024-11-24,2024-11-25,8.303224165217125,9.524953108366999,8.085449683961262,8.732928318523012,1909637487.1811848,3411415784.034843
2024-11-23,2024-11-24,7.48899481768042,8.763975179768114,7.436259572040328,8.20527272459091,1468096360.3763065,3134583528.087108
2024-11-22,2024-11-23,6.468121195408485,7.520481140899803,6.347439074990784,7.49096560354719,704811355.2160279,2701240305.2578397
2024-11-21,2024-11-22,6.218122090124848,6.490117112358492,6.017877901843608,6.427911273389949,512318464.1993007,2445988419.3986015
2024-11-20,2024-11-21,6.268970921807026,6.621729727936667,6.110745494585452,6.215357852958574,508865642.16376305,2472942758.2090592
2024-11-19,2024-11-20,6.45892212644445,6.764936485878205,6.171491809198141,6.269413766463701,692636272.1324042,2490986279.184669
2024-11-18,2024-11-19,5.686575858502132,6.5669061205443775,5.686575858502132,6.469298454837141,527949989.63414633,2428545424.731707
2024-11-17,2024-11-18,6.146217567496137,6.595632694313799,5.591310179927753,5.680674812080335,774775310.5818815,2318811173.550523
2024-11-16,2024-11-17,5.266379431212701,6.176253185562969,5.252274415763205,6.102508740564035,374935388.1567944,2172418998.425087
2024-11-15,2024-11-16,4.959751049376707,5.287105720096065,4.840090386696879,5.255772640858055,329657135.8850174,1990216863.5365853
2024-11-14,2024-11-15,5.121749159105724,5.2965338306137575,4.887022725433889,4.96155633164144,432573333.9965157,1985289437.0696864
2024-11-13,2024-11-14,5.319720679711968,5.362966117965127,4.852087732914433,5.115942946013522,521832617.75958186,1988735757.8606272
2024-11-12,2024-11-13,5.5823900414201875,5.8190540366281756,5.170334052581246,5.3476314944672,570966732.9512196,2126172489.3135889
2024-11-11,2024-11-12,5.27598702883211,5.6663689841541895,5.175595774537999,5.6663689841541895,579172977.0522648,2090458112.2020905
2024-11-10,2024-11-11,4.7680292895596885,5.520419948000484,4.7266886001372255,5.275179046018615,454147320.14285713,2013403863.2264807
2024-11-09,2024-11-10,4.721679198409727,4.8287167714456745,4.6507985263673,4.798666897856826,222288872.5296167,1848251097.2752614
2024-11-08,2024-11-09,4.55207395347653,4.706828060126079,4.472281485660887,4.7042932006272835,203362684.7944251,1788234720.4320557
2024-11-07,2024-11-08,4.515488878767151,4.640621833455651,4.472828724318082,4.5270806867257996,223498441.58188152,1774620073.2299652
2024-11-06,2024-11-07,4.2229050745515435,4.5312549591192,4.213247457989906,4.515306740018564,240987507.14982578,1726937465.2787457
2024-11-05,2024-11-06,3.9204449921037163,4.208319052427899,3.9204449921037163,4.198463659402307,152382385.19512194,1590378099.4076655
2024-11-04,2024-11-05,3.974982813923901,4.014853446461279,3.8500136036553507,3.910093581733172,149751662.29616725,1544347147.1602788
2024-11-03,2024-11-04,4.104763823991864,4.110427807099845,3.8896558517345596,3.9843124211084473,139436259.2055749,1566884033.682927
2024-11-02,2024-11-03,4.179909330049009,4.214452812368824,4.059274503746213,4.0882298561503285,121441970.27526133,1617531222.4076655
2024-11-01,2024-11-02,4.239848827555138,4.287150443409761,4.124956807477615,4.174474481769023,162106331.3205575,1643431577.9407666
2024-10-31,2024-11-01,4.470186354478126,4.470186354478126,4.19347364725492,4.235624397449409,140817721.80487806,1694161734.9825785
2024-10-30,2024-10-31,4.52840838576375,4.52918639523815,4.380108976441439,4.458649205966302,178929560.49825785,1744660742.5679443
2024-10-29,2024-10-30,4.451090668647947,4.603188257745802,4.437144071550695,4.528384444586418,168289352.63066202,1763627745.097561
2024-10-28,2024-10-29,4.528537726730687,4.536996032182625,4.293041433992068,4.455644904139157,127438899.51219513,1737046931.6376307
2024-10-27,2024-10-28,4.426184122348112,4.536406112393517,4.409841779737622,4.52267714484734,123639061.21254355,1741098652.5993032
2024-10-26,2024-10-27,4.402274704465463,4.531727392195079,4.356134715841473,4.431495867244956,243955855.10801393,1736788662.7421603
2024-10-25,2024-10-26,4.82160671977253,4.8221326245858025,4.375580718767794,4.419914983469352,284510525.3519164,1847273658.4320557
